Start,Finish,Conflict,Victorious party,Defeated party
1893,1895,Federalist Riograndense Revolution,"Brazil, First Brazilian Republic","Rio Grande do Sul, Maragato (Brazil), National Party (Uruguay)"
1894,1894,1894 Sasun rebellion,Ottoman Empire,
1894,1894,Donghak Peasant Revolution,"Korea, Joseon Dynasty, Empire of Japan",Donghak
1894,1895,First Sino-Japanese War,Empire of Japan,Qing dynasty
1894,1895,Second Madagascar expedition,"France, French Third Republic",Merina Kingdom
1894,1897,Jandamarra,British Empire,
1894,1900,Mat Salleh Rebellion,British Empire,
1895,1895,Japanese invasion of Taiwan (1895),Empire of Japan,Republic of Formosa
1895,1896,Dungan revolt (1895–96),Qing Dynasty,
1895,1896,Zeitun Rebellion (1895–96),,Ottoman Empire
1895,1897,Menalamba rebellion,French Third Republic,
1895,1896,Anglo-Ashanti wars,United Kingdom,Ashanti Empire
1895,1896,First Italo-Ethiopian War,"Ethiopian Empire, Ethiopian Empire, Eritrea",Kingdom of Italy
1895,1898,Cuban War of Independence,"Cuba, United States","Spain, Spain under the Restoration"
1896,1896,Defense of Van (1896),Ottoman Empire,
1896,1896,Khaua-Mbandjeru Rebellion,German Empire,
1896,1896,Anglo-Zanzibar War,British Empire,Zanzibar
1896,1897,War of Canudos,First Brazilian Republic,
1896,1897,Batetela Rebellion,Congo Free State,Tetela people
1896,1897,Second Matabele War,British South Africa Company,"Northern Ndebele people, Shona people"
1896,1898,Philippine Revolution,"Katipunan, Tagalog Republic, First Philippine Republic, United States","Spain, Spain under the Restoration"
1897,1897,Greco-Turkish War (1897),Ottoman Empire,Kingdom of Greece
1897,1897,Intentona de Yauco,Spain,
1897,1897,Benin Expedition of 1897,British Empire,Kingdom of Benin
1897,1898,Tirah Campaign,United Kingdom of Great Britain and Ireland,Pashtun people
1898,1898,Spanish–American War,"United States, Cuba, Republic of Cuba, First Philippine Republic, Katipunan","Spain, Spain under the Restoration"
1898,1898,Negros Revolution,Katipunan,"Spain, Spain under the Restoration"
1898,1899,Federal Revolution of 1899,Liberal Party (Bolivia),Conservative Party (Bolivia)
1898,1899,Second Samoan Civil War,"Samoa, Samoa","Samoa, Samoa"
1898,1900,Voulet-Chanoine Mission,"France, French Third Republic",Rabih az-Zubayr
1899,1901,Boxer Rebellion,"Eight-Nation Alliance, Empire of Japan, Russian Empire, British Empire, France, French Third Republic, United States, German Empire, Kingdom of Italy, Austria-Hungary","Righteous Harmony Society, Qing dynasty"
1899,1902,Second Boer War,"British Empire, British Cape Colony, Natal Colony, British Raj, Australia, Canada, New Zealand","Orange Free State, South African Republic, Boer foreign volunteers"
1899,1902,Thousand Days' War,Colombian Conservative Party,Colombian Liberal Party
1899,1902,Philippine–American War,"United States, Philippine Constabulary, Philippine Scouts","First Philippine Republic, Katipunan, Philippines, Pulajanes, Sultanate of Sulu, Philippines, Moro people"
1899,1903,Acre War,"Brazil, First Brazilian Republic, Acre (state)","Bolivia, United States"
1900,1900,War of the Golden Stool,British Empire,Ashanti Empire
1900,1920,Somaliland Campaign,"British Empire, Ethiopian Empire, Kingdom of Italy",Dervish State
1901,1902,Anglo-Aro War,British Empire,Aro Confederacy
1901,1936,Holy Man's Rebellion,"French Indochina, Thailand, Rattanakosin Kingdom",
1902,1903,Bailundo Revolt of 1902,Portuguese Empire,Ovimbundu
1902,1903,Venezuelan crisis of 1902–03,Venezuela,"German Empire, United Kingdom, Kingdom of Italy"
1903,1903,May Coup (Serbia),Kingdom of Serbia,House of Karađorđević
1903,1903,Ilinden–Preobrazhenie Uprising,Ottoman Empire,Internal Macedonian Revolutionary Organization
1903,1904,British expedition to Tibet,British Empire,"Qing dynasty, Tibet under Qing rule"
1903,1907,Saudi–Rashidi War,Emirate of Nejd and Hasa,"Emirate of Ha'il, Ottoman Empire"
1904,1908,Herero Wars,German Empire,"Herero people, Nama people"
1904,1905,Russo-Japanese War,Empire of Japan,"Russian Empire, Principality of Montenegro"
1904,1908,Macedonian Struggle,Hellenic Macedonian Committee,Internal Macedonian Revolutionary Organization
1905,1905,Argentine Revolution of 1905,Argentina,Radical Civic Union
1905,1905,Shoubak Revolt,Ottoman Empire,
1905,1905,Łódź insurrection (1905),Russian Empire,
1905,1906,1905 Tibetan Rebellion,"Qing dynasty, Qing Dynasty",Tibetan Buddhist
1905,1907,1905 Russian Revolution,Russian Empire,
1905,1907,Revolution in the Kingdom of Poland (1905–07),Russian Empire,"Revolutionary, Polish Socialist Party, Combat Organization of the Polish Socialist Party, Social Democracy of the Kingdom of Poland and Lithuania, General Jewish Labour Bund in Lithuania, Poland and Russia, Anarchism in Poland"
1905,1907,Maji Maji Rebellion,German Empire,
1906,1906,Dutch intervention in Bali (1906),Netherlands,"Badung, Tabanan, Klungkung"
1906,1906,Bambatha Rebellion,British Empire,Zulu people
1906,1908,Theriso revolt,Ottoman Empire,
1907,1907,1907 Romanian Peasants' Revolt,Kingdom of Romania,
1907,1907,History of Honduras (1838–1932),Nicaragua,Honduras
1908,1908,Young Turk Revolution,Young Turks,Ottoman Empire
1908,1908,Dutch intervention in Bali (1908),Netherlands,"Karangasem Regency, Klungkung, Gelgel, Indonesia"
1908,1908,Dutch–Venezuelan crisis of 1908,Netherlands,Venezuela
1909,1909,HNLMS De Zeven Provinciën (1909),Netherlands,
1909,1909,Kolašin Affair (1909),Kingdom of Montenegro,Black Hand (Serbia)
1909,1910,Second Melillan campaign,Spain,Riffian people
1909,1910,Hauran Druze Rebellion,Ottoman Empire,
1909,1911,Ouaddai War,France,Ouaddai Empire
1910,1910,Karak Revolt,Ottoman Empire,
1910,1910,Albanian Revolt of 1910,Ottoman Empire,Albanians
1910,1910,5 October 1910 revolution,"Portugal, Portuguese Republican Party",Kingdom of Portugal
1910,1910,Chinese expedition to Tibet (1910),Qing dynasty,Tibet
1910,1911,Sokehs Rebellion,German Empire,Soheks (page does not exist)
1910,1920,Mexican Revolution,"Maderistas, Orozquistas, Villistas, Liberation Army of the South, Carrancistas, Magonistas, Plan of San Diego",Mexico
1910,1919,Border War (1910–19),"Constitutionalistas, United States, Maderistas",Villistas
1910,1915,Bandit War,"United States, Texas Ranger Division","Mexico, Plan of San Diego, Mexico, Carrancistas"
1911,1911,"Russian Invasion of Tabriz, 1911",Russian Empire,
1911,1911,Albanian Revolt of 1911,Ottoman Empire,Scutari Vilayet
1911,1911,Second Guangzhou Uprising,Qing dynasty,
1911,1912,Dominican Civil War (1911–12),Dominican Republic,Dominican Army
1911,1912,French conquest of Morocco,France,Morocco
1911,1912,Italo-Turkish War,Kingdom of Italy,Ottoman Empire
1911,1912,Xinhai Revolution,Tongmenghui,Qing dynasty
1912,1913,First Balkan War,"Kingdom of Bulgaria, Kingdom of Greece, Kingdom of Serbia, Kingdom of Montenegro",Ottoman Empire
1912,1912,Albanian Revolt of 1912,Albanians,Ottoman Empire
1912,1916,Contestado War,Brazil,
1912,1933,United States occupation of Nicaragua,United States,Nicaragua
1912,1912,Royalist attack on Chaves,"Portugal, Portuguese First Republic",Portugal
1912,1912,Negro Rebellion,"Cuba, United States",Partido Independiente de Color
1913,1913,Second Balkan War,"Ottoman Empire, Kingdom of Greece, Kingdom of Serbia, Kingdom of Montenegro, Kingdom of Romania",Kingdom of Bulgaria
1913,1913,Tikveš Uprising,Kingdom of Serbia,Internal Macedonian Revolutionary Organization
1913,1913,Ohrid–Debar Uprising,Kingdom of Serbia,Internal Macedonian Revolutionary Organization
1913,1913,Second Revolution (China),"Republic of China (1912–49), Beiyang Government","Sun Yat-sen, Republic of China (1912–49)"
1914,1921,Zaian War,France,Zayanes
1914,1914,Dominican Civil War of 1914,,Dominican Republic
1914,1918,World War I,"Belgium, Belgium, Kingdom of Serbia, France, Russian Empire, British Empire, Kingdom of Italy, British Raj, British Raj, Canada, Dominion of Newfoundland, Australia, New Zealand, Union of South Africa, United States, American Expeditionary Force, Kingdom of Montenegro, Empire of Japan, Portugal, Portugal in the Great War, Kingdom of Romania, Kingdom of Greece, Albania, Principality of Albania, Brazil, Brazil and World War I, Armenia, Democratic Republic of Armenia, Thailand, History of Thailand (1768-1932), San Marino, Republic of China (1912–49), Beiyang Government","Austria-Hungary, German Empire, German colonial empire, Ottoman Empire, Kingdom of Bulgaria"
1914,1914,United States occupation of Veracruz,United States,Mexico
1914,1915,Bluff War,United States,"Ute people, Paiute people"
1914,1915,Maritz Rebellion,Union of South Africa,South African Republic
1915,1915,Chilembwe uprising,British Empire,
1915,1915,Bussa rebellion,British Empire,
1915,1915,1915 Singapore Mutiny,British Empire,
1915,1916,Volta-Bani War,France,
1915,1916,National Protection War,Republic of China (1912–49),Empire of China (1915–1916)
1915,1917,Senussi Campaign,British Empire,"Senussi, Ottoman Empire, Darfur"
1915,1934,United States occupation of Haiti,United States,Haiti
1916,1917,Kaocen Revolt,France,Tuareg people
1916,1916,1916 Cochinchina uprising,France,Cochinchina
1916,1916,Battle of Segale,,Lij Iyasu
1916,1916,Noemvriana,"Kingdom of Greece, Kingdom of Greece","United Kingdom, France"
1916,1916,Urkun,Russian Empire,
1916,1916,Easter Rising,"United Kingdom, British Army, Dublin Metropolitan Police, Royal Irish Constabulary","Republic of Ireland, Irish Republican Brotherhood, Irish Volunteers, Irish Citizen Army, Cumann na mBan, Hibernian Rifles, Fianna Éireann"
1916,1924,United States occupation of the Dominican Republic (1916–24),United States,Dominican Republic
1916,1918,Arab Revolt,"Arab Revolt, Hashemite, United Kingdom, United Kingdom of Great Britain and Ireland, Saudi Arabia, Sultanate of Nejd, Unification of Saudi Arabia",Ottoman Empire
1916,1934,Basmachi movement,"Russian Empire, Russian Republic, Russian Soviet Federative Socialist Republic, Turkestan Autonomous Soviet Socialist Republic, Khorezm SSR, Bukharan People's Soviet Republic, Soviet Union","Khanate of Khiva, White Army, Emirate of Bukhara, Kingdom of Afghanistan"
1917,1917,February Revolution,Russia,Russian Empire
1917,1917,July Days,"Russia, Russian Provisional Government",Communist Party of the Soviet Union
1917,1917,Manchu Restoration,Republic of China (1912–49),
1917,1917,Thái Nguyên uprising,"France, French colonial empire",
1917,1917,Polubotkivtsi Uprising,"Russia, Russian Provisional Government",
1917,1917,Toplica insurrection,Kingdom of Bulgaria,Chetniks
1917,1917,Kornilov Affair,"Russia, Russian Provisional Government",Lavr Kornilov
1917,1917,Green Corn Rebellion,United States,
1917,1917,October Revolution,Bolshevik,"Russia, Russian Provisional Government"
1917,1917,Kerensky–Krasnov uprising,Russian Soviet Federative Socialist Republic,"Russia, Alexander Kerensky"
1917,1922,Russian Civil War,"Russian Soviet Federative Socialist Republic, Republics of the Soviet Union, Mongolian People's Party, Kingdom of Finland (1918), Estonia, Republic of Estonia, Latvia, Republic of Latvia, Lithuania, Republic of Lithuania (1918–1940), Poland, Second Polish Republic","Russian Empire, White Movement, Austria-Hungary, German Empire, German colonial empire, Ottoman Empire, Czechoslovakia, Czechoslovak Republic (1918–1938), Republic of China (1912–49), Beiyang Government, France, French Third Republic, Kingdom of Greece, Kingdom of Italy, Empire of Japan, Poland, Second Polish Republic, Kingdom of Romania, Kingdom of Serbia, United Kingdom of Great Britain and Ireland, Australia, Canada, United States, Revolutionary Insurrectionary Army of Ukraine, Ukrainian People's Republic, Democratic Republic of Georgia, Democratic Republic of Armenia, Pro-independence movements in Russian Civil War"
1917,1922,Constitutional Protection Movement,"Republic of China (1912–49), Beiyang Government",Republic of China (1912–49)
1917,1921,Ukrainian War of Independence,"Ukrainian Soviet Socialist Republic, Russian Soviet Federative Socialist Republic","Ukrainian People's Republic, West Ukrainian People's Republic, White Movement"
1917,1949,Ngolok rebellions (1917–49),"Taiwan, Republic of China",
1918,1918,Adubi War,British Empire,Egba people
1918,1918,Judenburg mutiny,Austria-Hungary,
1918,1918,Cattaro Mutiny,Austria-Hungary,
1918,1918,Aster Revolution,Hungarian National Council,Austria-Hungary
1918,1918,Aleksandar Stamboliyski,Kingdom of Bulgaria,Bulgarian Agrarian National Union
1918,1918,Left SR uprising,Russian Soviet Federative Socialist Republic,Left Socialist Revolutionary Party
1918,1918,Finnish Civil War,"White Guard (Finland), German Empire","Red Guards (Finland), Russian Soviet Federative Socialist Republic"
1918,1918,Georgian–Armenian War,First Republic of Armenia,Democratic Republic of Georgia
1918,1958,Polish–Czechoslovak border conflicts,Second Polish Republic,"First Czechoslovak Republic, Second Czechoslovak Republic, First Slovak Republic, Third Czechoslovak Republic, Czechoslovak Socialist Republic"
1918,1918,Viena expedition,"File:Flag RSFSR 1918.svg, Russian SFSR, Red Guards (Finland), United Kingdom, United Kingdom","White Guard (Finland), Jäger Movement"
1918,1918,Pechenga expeditions (page does not exist),"Russian SFSR, Red Guards (Finland), Murmansk Legion",
1918,1919,Austro-Slovene conflict in Carinthia,"State of Slovenes, Croats and Serbs, Kingdom of Yugoslavia","Austria, Republic of German-Austria"
1918,1919,German Revolution of 1918–19,Weimar Republic,"German Empire, Imperial German Army, Bavarian Soviet Republic, Spartacus League"
1918,1919,Greater Poland Uprising (1918–19),"Poland, Second Polish Republic",German Empire
1918,1919,Polish–Ukrainian War,"Poland, Second Polish Republic","Ukraine, West Ukrainian People's Republic"
1918,1920,Georgian–Ossetian conflict (1918–20),"Transcaucasian Democratic Federative Republic, Democratic Republic of Georgia",Bolshevik
1918,1919,Sochi conflict,"Russia, White movement, Kuban-Black Sea Soviet Republic",Democratic Republic of Georgia
1918,1920,Armenian–Azerbaijani War,"Armenia, Nagorno-Karabakh Republic, Republic of Mountainous Armenia, Nagorno-Karabakh Republic, Nagorno-Karabakh, British Empire, Centrocaspian Dictatorship","Azerbaijan, Ottoman Empire, Russian Soviet Federative Socialist Republic, Turkey, Turkish revolutionaries"
1918,1920,Estonian War of Independence,"Estonia, Russia, White Army, Latvia, United Kingdom, North Ingria, German Empire, Ober Ost","Russian Soviet Federative Socialist Republic, Commune of the Working People of Estonia, Latvian Socialist Soviet Republic"
1918,1920,Latvian War of Independence,"Latvia, Estonia, Poland, Second Polish Republic, United Kingdom, France, French Third Republic","Russian Soviet Federative Socialist Republic, Latvian Socialist Soviet Republic"
1918,1919,Lithuanian–Soviet War,"Lithuania, Republic of Lithuania (1918–1940), Weimar Republic","Russian Soviet Federative Socialist Republic, Lithuanian-Belorussian Soviet Socialist Republic"
1918,1919,Al-Khurma dispute,Emirate of Riyadh,Kingdom of Hejaz
1918,1921,War of the Insane,French Indochina,
1918,1920,Revolt of the Ingrian Finns (page does not exist),Russian SFSR,North Ingria
1919,1919,Spartacist uprising,"Germany, Council of the People's Deputies, Freikorps","Communist Party of Germany, Spartacus League, Independent Social Democratic Party of Germany"
1919,1919,Lithuanian Wars of Independence,"Lithuania, Republic of Lithuania (1918–1940)","Russia, West Russian Volunteer Army"
1919,1919,Sejny Uprising,"Poland, Polish Military Organization, Poland","Lithuania, Lithuania, Lithuania"
1919,1919,Mahmud Barzanji revolts,British Empire,
1919,1919,Polish–Czechoslovak War,"Czechoslovakia, Czechoslovak Republic (1918–1938)","Poland, Second Polish Republic"
1919,1919,Khotin Uprising,Kingdom of Romania,
1919,1919,Hungarian–Romanian war of 1919,Kingdom of Romania,"Hungarian People's Republic (1918–19), Hungarian Soviet Republic"
1919,1922,Turkish War of Independence,"Turkey, Grand National Assembly of Turkey, Russian Soviet Federative Socialist Republic","Kingdom of Greece, Armenia, First Republic of Armenia"
1919,1919,Third Anglo-Afghan War,Afghanistan,"British Empire, British Raj"
1919,1919,Christmas Uprising,"Kingdom of Yugoslavia, Montenegrin Whites (page does not exist), Kingdom of Yugoslavia, Kingdom of Yugoslavia","Kingdom of Montenegro, Zelenaši, Kingdom of Italy"
1919,1920,Fiume,"Kingdom of Italy, Free State of Fiume",Kingdom of Yugoslavia
1919,1921,Polish–Soviet War,"Poland, Second Polish Republic, Ukraine, Ukrainian People's Republic","Russian Soviet Federative Socialist Republic, Ukrainian Soviet Socialist Republic"
1919,1919,Silesian Uprisings,Weimar Republic,"Poland, Silesians"
1919,1919,Aunus expedition,"Russian SFSR, Red Guards (Finland)","White Guard (Finland), Jäger Movement"
